CallID,AgentID,AgentName,StartTime,EndTime,WaitTime_sec,CallType,Department,Channel,Resolved,CustomerRating,EscalatedToManager
CALL0212,AGT003,Sneha Patil,2024-01-15 17:26:44,2024-01-15 17:46:28,492,Sales,Sales,Phone,Y,5,N
CALL0213,AGT014,Deepak Shah,2024-01-26 08:33:28,2024-01-26 08:52:29,380,Billing,Support,Phone,Y,5,N
CALL0214,AGT004,Amit Joshi,2024-01-19 10:10:20,2024-01-19 10:29:05,462,Billing,Sales,Email,Y,3,N
CALL0215,AGT015,Meera Pillai,2024-01-17 20:51:03,2024-01-17 21:07:31,145,Sales,Technical,Chat,Y,5,N
CALL0216,AGT008,Kiran Kumar,2024-01-22 15:46:01,2024-01-22 16:00:31,270,Billing,Sales,Email,N,2,N
CALL0217,AGT002,Rahul Mehta,2024-01-18 07:59:57,2024-01-18 08:03:18,493,Billing,Retention,Chat,N,1,Y
CALL0218,AGT012,Sanjay Tiwari,2024-01-21 19:23:57,2024-01-21 19:38:00,469,General,Technical,Phone,Y,5,N
CALL0219,AGT014,Deepak Shah,2024-01-18 10:41:55,2024-01-18 10:54:47,131,Technical,Technical,Email,N,1,Y
CALL0220,AGT013,Lakshmi Iyer,2024-01-01 15:29:43,2024-01-01 15:55:15,567,General,Technical,Phone,N,2,N
CALL0221,AGT004,Amit Joshi,2024-01-24 09:02:51,2024-01-24 09:26:23,439,Sales,Support,Phone,N,1,Y
CALL0222,AGT008,Kiran Kumar,2024-01-20 07:15:47,2024-01-20 07:18:17,421,General,Sales,Email,N,1,N
CALL0223,AGT005,Divya Nair,2024-01-08 16:36:38,2024-01-08 17:04:00,338,Technical,Retention,Phone,Y,5,N
CALL0224,AGT004,Amit Joshi,2024-01-14 15:17:03,2024-01-14 15:37:03,189,General,Technical,Phone,Y,5,N
CALL0225,AGT011,Anita Bose,2024-01-13 22:20:44,2024-01-13 22:35:56,428,Technical,Retention,Chat,N,3,N
CALL0226,AGT014,Deepak Shah,2024-01-08 15:54:45,2024-01-08 16:00:40,484,Billing,Technical,Chat,Y,3,N
CALL0227,AGT007,Pooja Singh,2024-01-08 14:13:21,2024-01-08 14:36:25,90,General,Retention,Phone,Y,3,N
CALL0228,AGT001,Priya Sharma,2024-01-09 18:43:38,2024-01-09 19:05:12,50,Billing,Sales,Email,Y,5,N
CALL0229,AGT004,Amit Joshi,2024-01-16 12:55:58,2024-01-16 13:08:19,320,Billing,Sales,Phone,Y,3,N
CALL0230,AGT012,Sanjay Tiwari,2024-01-25 21:58:15,2024-01-25 22:22:59,219,General,Sales,Email,Y,4,N
CALL0231,AGT007,Pooja Singh,2024-01-15 17:19:16,2024-01-15 17:32:32,535,General,Technical,Phone,Y,5,N
CALL0232,AGT008,Kiran Kumar,2024-01-25 16:58:13,2024-01-25 17:11:52,330,General,Support,Email,Y,5,N
CALL0233,AGT003,Sneha Patil,2024-01-01 14:35:59,2024-01-01 14:56:55,437,Complaint,Sales,Phone,Y,4,N
CALL0234,AGT010,Vijay Rao,2024-01-27 13:31:35,2024-01-27 13:54:55,355,Complaint,Technical,Email,Y,4,N
CALL0235,AGT008,Kiran Kumar,2024-01-06 17:10:08,2024-01-06 17:35:43,569,General,Sales,Email,Y,3,N
CALL0236,AGT009,Neha Gupta,2024-01-02 08:52:42,2024-01-02 08:55:21,16,General,Sales,Email,N,3,N
CALL0237,AGT004,Amit Joshi,2024-01-17 20:23:03,2024-01-17 20:45:08,504,General,Support,Phone,Y,4,N
CALL0238,AGT001,Priya Sharma,2024-01-01 22:46:17,2024-01-01 23:05:34,303,Billing,Technical,Phone,N,1,Y
CALL0239,AGT004,Amit Joshi,2024-01-07 22:16:52,2024-01-07 22:29:57,283,General,Support,Chat,Y,4,N
CALL0240,AGT010,Vijay Rao,2024-01-08 13:19:43,2024-01-08 13:48:58,92,Billing,Support,Chat,Y,5,N
CALL0241,AGT008,Kiran Kumar,2024-01-02 06:44:10,2024-01-02 06:47:59,521,General,Retention,Email,Y,3,N
CALL0242,AGT015,Meera Pillai,2024-01-17 07:14:13,2024-01-17 07:38:50,590,General,Retention,Phone,Y,5,N
CALL0243,AGT015,Meera Pillai,2024-01-09 07:11:59,2024-01-09 07:23:43,26,Technical,Sales,Email,Y,3,N
CALL0244,AGT005,Divya Nair,2024-01-06 13:36:53,2024-01-06 14:06:52,408,Sales,Retention,Chat,Y,3,N
CALL0245,AGT013,Lakshmi Iyer,2024-01-23 08:32:47,2024-01-23 08:45:35,64,Billing,Technical,Phone,Y,4,N
CALL0246,AGT010,Vijay Rao,2024-01-25 18:49:20,2024-01-25 18:51:20,289,General,Technical,Phone,Y,4,N
CALL0247,AGT007,Pooja Singh,2024-01-06 18:05:49,2024-01-06 18:27:55,312,Technical,Support,Phone,Y,4,N
CALL0248,AGT012,Sanjay Tiwari,2024-01-26 10:47:24,2024-01-26 10:59:12,379,Billing,Support,Phone,Y,4,N
CALL0249,AGT006,Rohan Desai,2024-01-25 14:06:08,2024-01-25 14:10:06,201,General,Technical,Email,Y,4,N
CALL0250,AGT002,Rahul Mehta,2024-01-01 08:22:35,2024-01-01 08:26:45,342,General,Support,Chat,Y,3,N
CALL0251,AGT012,Sanjay Tiwari,2024-01-18 13:36:33,2024-01-18 13:43:20,399,Technical,Sales,Chat,Y,4,N
CALL0252,AGT003,Sneha Patil,2024-01-03 11:27:17,2024-01-03 11:42:39,316,General,Support,Chat,Y,3,N
CALL0253,AGT012,Sanjay Tiwari,2024-01-21 21:38:39,2024-01-21 21:46:19,478,Billing,Sales,Chat,N,2,N
CALL0254,AGT010,Vijay Rao,2024-01-13 16:28:21,2024-01-13 16:44:02,149,Complaint,Retention,Email,Y,3,N
CALL0255,AGT008,Kiran Kumar,2024-01-11 11:25:20,2024-01-11 11:36:16,512,Sales,Sales,Chat,Y,4,N
CALL0256,AGT006,Rohan Desai,2024-01-04 12:37:34,2024-01-04 12:44:42,573,Billing,Technical,Email,N,2,Y
CALL0257,AGT002,Rahul Mehta,2024-01-27 19:43:31,2024-01-27 19:49:16,320,Technical,Retention,Email,N,2,Y
CALL0258,AGT002,Rahul Mehta,2024-01-15 21:37:25,2024-01-15 21:56:39,528,General,Support,Chat,Y,5,N
CALL0259,AGT010,Vijay Rao,2024-01-21 08:06:49,2024-01-21 08:16:17,373,Technical,Support,Email,Y,5,N
CALL0260,AGT011,Anita Bose,2024-01-13 16:50:27,2024-01-13 16:55:03,20,Billing,Retention,Phone,Y,5,N
CALL0261,AGT009,Neha Gupta,2024-01-19 13:28:23,2024-01-19 13:42:44,484,Sales,Sales,Chat,Y,4,N
CALL0262,AGT002,Rahul Mehta,2024-01-10 19:58:05,2024-01-10 20:03:02,155,Complaint,Retention,Chat,Y,3,N
CALL0263,AGT009,Neha Gupta,2024-01-16 17:30:06,2024-01-16 17:46:03,473,Complaint,Support,Chat,N,3,N
CALL0264,AGT014,Deepak Shah,2024-01-11 09:43:51,2024-01-11 09:50:27,259,Sales,Sales,Email,N,3,N
CALL0265,AGT008,Kiran Kumar,2024-01-08 18:40:11,2024-01-08 18:47:32,452,General,Support,Email,Y,3,N
CALL0266,AGT008,Kiran Kumar,2024-01-19 19:24:00,2024-01-19 19:49:03,229,Technical,Retention,Email,Y,3,N
CALL0267,AGT010,Vijay Rao,2024-01-04 11:23:20,2024-01-04 11:31:03,478,Billing,Retention,Email,Y,5,N
CALL0268,AGT011,Anita Bose,2024-01-11 18:39:25,2024-01-11 19:00:27,126,Complaint,Retention,Chat,Y,5,N
CALL0269,AGT012,Sanjay Tiwari,2024-01-26 15:58:39,2024-01-26 16:19:47,96,Technical,Retention,Phone,N,1,N
CALL0270,AGT012,Sanjay Tiwari,2024-01-05 22:24:26,2024-01-05 22:45:47,151,Sales,Technical,Chat,N,3,Y
CALL0271,AGT015,Meera Pillai,2024-01-21 11:35:10,2024-01-21 11:52:52,305,Technical,Sales,Chat,Y,5,N
CALL0272,AGT001,Priya Sharma,2024-01-28 17:00:31,2024-01-28 17:06:10,209,General,Technical,Chat,Y,4,N
CALL0273,AGT012,Sanjay Tiwari,2024-01-27 20:31:10,2024-01-27 20:34:59,588,Billing,Sales,Chat,N,1,Y
CALL0274,AGT003,Sneha Patil,2024-01-25 20:36:47,2024-01-25 21:04:09,517,Sales,Support,Email,N,3,Y
CALL0275,AGT006,Rohan Desai,2024-01-18 07:48:46,2024-01-18 08:04:49,569,Technical,Technical,Phone,Y,5,N
CALL0276,AGT013,Lakshmi Iyer,2024-01-08 15:55:02,2024-01-08 16:11:23,279,Complaint,Support,Chat,Y,3,N
CALL0277,AGT013,Lakshmi Iyer,2024-01-26 13:13:51,2024-01-26 13:40:01,369,Sales,Technical,Phone,Y,3,N
CALL0278,AGT014,Deepak Shah,2024-01-07 07:36:22,2024-01-07 07:55:32,297,Sales,Sales,Chat,Y,4,N
CALL0279,AGT005,Divya Nair,2024-01-19 14:54:32,2024-01-19 15:18:43,107,Technical,Technical,Phone,Y,5,N
CALL0280,AGT003,Sneha Patil,2024-01-23 10:15:09,2024-01-23 10:40:25,339,Technical,Technical,Chat,N,3,N
CALL0281,AGT007,Pooja Singh,2024-01-13 20:04:40,2024-01-13 20:32:47,105,General,Retention,Email,Y,4,N
CALL0282,AGT008,Kiran Kumar,2024-01-16 16:37:00,2024-01-16 17:04:25,105,General,Retention,Phone,Y,4,N
CALL0283,AGT004,Amit Joshi,2024-01-14 12:31:17,2024-01-14 12:43:18,300,Complaint,Sales,Email,Y,4,N
CALL0284,AGT015,Meera Pillai,2024-01-22 07:02:06,2024-01-22 07:24:28,480,Billing,Support,Phone,Y,3,N
CALL0285,AGT007,Pooja Singh,2024-01-07 10:56:41,2024-01-07 11:07:59,172,Complaint,Support,Email,Y,3,N
CALL0286,AGT006,Rohan Desai,2024-01-22 11:03:25,2024-01-22 11:25:46,322,Technical,Technical,Email,N,1,N
CALL0287,AGT008,Kiran Kumar,2024-01-03 10:37:14,2024-01-03 10:55:57,465,Billing,Support,Email,Y,3,N
CALL0288,AGT014,Deepak Shah,2024-01-14 10:30:04,2024-01-14 10:38:52,402,Billing,Support,Phone,Y,4,N
CALL0289,AGT003,Sneha Patil,2024-01-13 10:41:43,2024-01-13 10:47:35,80,Sales,Support,Email,Y,4,N
CALL0290,AGT006,Rohan Desai,2024-01-24 12:40:47,2024-01-24 12:46:57,431,Sales,Technical,Phone,N,1,N
CALL0291,AGT002,Rahul Mehta,2024-01-19 18:22:27,2024-01-19 18:34:11,153,Technical,Retention,Email,N,3,Y
CALL0292,AGT012,Sanjay Tiwari,2024-01-20 15:49:44,2024-01-20 15:51:38,318,Technical,Sales,Email,Y,5,N
CALL0293,AGT001,Priya Sharma,2024-01-26 13:31:24,2024-01-26 13:36:14,256,General,Support,Email,Y,3,N
CALL0294,AGT006,Rohan Desai,2024-01-11 10:24:55,2024-01-11 10:54:33,592,General,Retention,Email,Y,4,N
CALL0295,AGT013,Lakshmi Iyer,2024-01-03 06:37:04,2024-01-03 06:38:32,278,Technical,Support,Phone,Y,4,N
CALL0296,AGT009,Neha Gupta,2024-01-10 22:49:26,2024-01-10 23:04:53,421,Billing,Sales,Chat,N,1,Y
CALL0297,AGT004,Amit Joshi,2024-01-26 10:34:20,2024-01-26 10:48:40,77,Complaint,Technical,Email,Y,3,N
CALL0298,AGT001,Priya Sharma,2024-01-08 08:59:27,2024-01-08 09:04:24,474,Sales,Support,Chat,Y,5,N
CALL0299,AGT012,Sanjay Tiwari,2024-01-06 09:00:45,2024-01-06 09:06:26,21,Technical,Technical,Chat,Y,5,N
CALL0300,AGT005,Divya Nair,2024-01-06 17:08:47,2024-01-06 17:36:26,285,Billing,Support,Chat,Y,4,N
CALL0301,AGT009,Neha Gupta,2024-01-03 14:45:36,2024-01-03 15:08:01,88,General,Technical,Email,Y,4,N
CALL0302,AGT014,Deepak Shah,2024-01-19 11:23:10,2024-01-19 11:32:52,115,Sales,Support,Phone,Y,3,N
CALL0303,AGT001,Priya Sharma,2024-01-28 06:15:02,2024-01-28 06:32:08,382,General,Sales,Phone,Y,3,N
CALL0304,AGT009,Neha Gupta,2024-01-26 19:14:20,2024-01-26 19:23:48,436,Complaint,Retention,Phone,Y,3,N
CALL0305,AGT009,Neha Gupta,2024-01-22 07:11:14,2024-01-22 07:39:41,538,Billing,Technical,Phone,Y,4,N
CALL0306,AGT013,Lakshmi Iyer,2024-01-28 15:20:05,2024-01-28 15:39:57,477,Billing,Retention,Phone,Y,4,N
CALL0307,AGT012,Sanjay Tiwari,2024-01-20 13:29:23,2024-01-20 13:50:34,515,Technical,Sales,Phone,N,2,N
CALL0308,AGT009,Neha Gupta,2024-01-12 06:21:00,2024-01-12 06:47:54,395,Complaint,Support,Phone,Y,3,N
CALL0309,AGT007,Pooja Singh,2024-01-16 07:09:45,2024-01-16 07:20:18,105,Billing,Sales,Email,Y,4,N
CALL0310,AGT008,Kiran Kumar,2024-01-24 08:37:06,2024-01-24 08:55:21,146,General,Support,Email,Y,4,N
CALL0311,AGT011,Anita Bose,2024-01-05 13:18:16,2024-01-05 13:30:01,412,Complaint,Retention,Chat,Y,3,N
CALL0312,AGT004,Amit Joshi,2024-01-05 09:09:06,2024-01-05 09:15:42,470,General,Retention,Chat,N,2,Y
CALL0313,AGT004,Amit Joshi,2024-01-15 15:29:16,2024-01-15 15:34:21,102,Technical,Retention,Email,Y,3,N
CALL0314,AGT004,Amit Joshi,2024-01-27 16:09:05,2024-01-27 16:34:21,264,Complaint,Technical,Email,N,2,N
CALL0315,AGT003,Sneha Patil,2024-01-01 18:54:28,2024-01-01 19:14:26,573,Technical,Support,Chat,N,1,N
CALL0316,AGT001,Priya Sharma,2024-01-27 13:08:12,2024-01-27 13:37:18,420,Complaint,Support,Email,Y,3,N
CALL0317,AGT001,Priya Sharma,2024-01-03 12:57:41,2024-01-03 13:13:49,141,Billing,Retention,Phone,N,2,N
CALL0318,AGT015,Meera Pillai,2024-01-19 19:52:46,2024-01-19 20:07:14,518,Billing,Technical,Email,Y,4,N
CALL0319,AGT004,Amit Joshi,2024-01-06 14:17:28,2024-01-06 14:23:32,45,Sales,Sales,Email,Y,4,N
CALL0320,AGT015,Meera Pillai,2024-01-18 21:03:05,2024-01-18 21:13:37,402,Technical,Technical,Phone,Y,5,N
CALL0321,AGT004,Amit Joshi,2024-01-21 06:24:50,2024-01-21 06:50:10,377,General,Technical,Chat,Y,5,N
CALL0322,AGT006,Rohan Desai,2024-01-13 14:11:01,2024-01-13 14:22:54,234,Billing,Retention,Phone,Y,4,N
CALL0323,AGT009,Neha Gupta,2024-01-12 13:10:06,2024-01-12 13:19:33,256,Complaint,Support,Phone,Y,4,N
CALL0324,AGT006,Rohan Desai,2024-01-27 11:11:15,2024-01-27 11:32:28,335,Complaint,Support,Email,Y,5,N
CALL0325,AGT010,Vijay Rao,2024-01-05 12:53:51,2024-01-05 13:11:39,565,Complaint,Sales,Chat,N,1,N
CALL0326,AGT004,Amit Joshi,2024-01-01 22:30:00,2024-01-01 22:42:19,216,Technical,Retention,Email,N,2,N
CALL0327,AGT003,Sneha Patil,2024-01-19 10:49:07,2024-01-19 11:19:00,548,Complaint,Support,Chat,Y,5,N
CALL0328,AGT007,Pooja Singh,2024-01-19 09:21:19,2024-01-19 09:33:19,149,Technical,Technical,Email,Y,5,N
CALL0329,AGT006,Rohan Desai,2024-01-06 17:14:42,2024-01-06 17:35:48,189,General,Retention,Email,Y,3,N
CALL0330,AGT003,Sneha Patil,2024-01-24 06:44:36,2024-01-24 06:58:57,591,Billing,Sales,Email,Y,5,N
CALL0331,AGT004,Amit Joshi,2024-01-21 09:59:31,2024-01-21 10:05:19,349,Billing,Sales,Chat,Y,3,N
CALL0332,AGT011,Anita Bose,2024-01-03 16:28:00,2024-01-03 16:38:03,224,Technical,Support,Chat,Y,3,N
CALL0333,AGT012,Sanjay Tiwari,2024-01-01 07:24:28,2024-01-01 07:50:28,439,Technical,Technical,Chat,Y,4,N
CALL0334,AGT009,Neha Gupta,2024-01-13 09:53:30,2024-01-13 10:21:25,240,Technical,Technical,Phone,Y,3,N
CALL0335,AGT005,Divya Nair,2024-01-01 16:16:06,2024-01-01 16:19:37,360,Technical,Technical,Phone,Y,5,N
CALL0336,AGT015,Meera Pillai,2024-01-03 16:38:39,2024-01-03 16:56:07,41,General,Sales,Email,Y,3,N
CALL0337,AGT001,Priya Sharma,2024-01-04 16:13:12,2024-01-04 16:28:10,577,Sales,Retention,Email,Y,3,N
CALL0338,AGT002,Rahul Mehta,2024-01-02 18:36:35,2024-01-02 19:06:15,512,Technical,Support,Chat,N,1,N
CALL0339,AGT011,Anita Bose,2024-01-21 21:12:06,2024-01-21 21:13:58,221,Technical,Retention,Phone,Y,3,N
CALL0340,AGT005,Divya Nair,2024-01-26 18:30:31,2024-01-26 18:54:04,281,Billing,Technical,Phone,Y,4,N
CALL0341,AGT006,Rohan Desai,2024-01-06 20:02:16,2024-01-06 20:18:16,486,Complaint,Sales,Chat,Y,3,N
CALL0342,AGT013,Lakshmi Iyer,2024-01-23 09:05:42,2024-01-23 09:18:26,564,General,Sales,Email,N,2,Y
CALL0343,AGT007,Pooja Singh,2024-01-18 21:36:56,2024-01-18 21:45:58,497,Complaint,Support,Chat,Y,5,N
CALL0344,AGT001,Priya Sharma,2024-01-17 22:51:36,2024-01-17 23:15:43,160,Billing,Technical,Phone,Y,3,N
CALL0345,AGT004,Amit Joshi,2024-01-26 12:08:02,2024-01-26 12:23:29,90,General,Sales,Email,N,3,N
CALL0346,AGT015,Meera Pillai,2024-01-24 08:05:24,2024-01-24 08:25:23,416,Sales,Retention,Chat,Y,3,N
CALL0347,AGT013,Lakshmi Iyer,2024-01-23 22:50:26,2024-01-23 22:55:16,434,Technical,Sales,Email,Y,3,N
CALL0348,AGT015,Meera Pillai,2024-01-04 09:50:18,2024-01-04 10:09:34,362,General,Retention,Chat,Y,5,N
CALL0349,AGT010,Vijay Rao,2024-01-16 07:11:17,2024-01-16 07:26:02,157,Sales,Technical,Phone,Y,4,N
CALL0350,AGT012,Sanjay Tiwari,2024-01-08 07:47:30,2024-01-08 07:57:40,391,Billing,Retention,Chat,Y,4,N
CALL0351,AGT014,Deepak Shah,2024-01-23 09:55:14,2024-01-23 10:00:49,317,General,Retention,Chat,Y,5,N
CALL0352,AGT011,Anita Bose,2024-01-03 12:28:13,2024-01-03 12:57:20,426,General,Retention,Phone,Y,3,N
CALL0353,AGT002,Rahul Mehta,2024-01-10 22:25:08,2024-01-10 22:52:46,546,Sales,Support,Phone,N,1,Y
CALL0354,AGT004,Amit Joshi,2024-01-02 20:03:58,2024-01-02 20:17:16,213,Complaint,Retention,Chat,Y,5,N
CALL0355,AGT015,Meera Pillai,2024-01-04 06:15:23,2024-01-04 06:33:04,466,Technical,Technical,Email,Y,4,N
CALL0356,AGT003,Sneha Patil,2024-01-27 14:47:53,2024-01-27 15:12:23,102,Complaint,Support,Chat,N,3,Y
CALL0357,AGT004,Amit Joshi,2024-01-28 13:41:14,2024-01-28 14:05:21,221,Complaint,Technical,Email,N,3,N
CALL0358,AGT015,Meera Pillai,2024-01-05 11:38:51,2024-01-05 11:40:08,239,Complaint,Retention,Email,Y,5,N
CALL0359,AGT005,Divya Nair,2024-01-14 18:54:22,2024-01-14 19:11:02,268,Technical,Technical,Chat,Y,5,N
CALL0360,AGT007,Pooja Singh,2024-01-19 09:00:32,2024-01-19 09:24:08,393,Sales,Retention,Chat,Y,4,N
CALL0361,AGT002,Rahul Mehta,2024-01-11 14:40:20,2024-01-11 14:50:47,277,Complaint,Sales,Phone,Y,3,N
CALL0362,AGT015,Meera Pillai,2024-01-02 18:42:20,2024-01-02 19:06:34,153,Billing,Technical,Chat,Y,4,N
CALL0363,AGT007,Pooja Singh,2024-01-13 07:37:45,2024-01-13 07:58:16,204,Complaint,Sales,Email,Y,4,N
CALL0364,AGT015,Meera Pillai,2024-01-22 17:32:19,2024-01-22 18:02:10,184,Sales,Sales,Chat,N,1,Y
CALL0365,AGT012,Sanjay Tiwari,2024-01-26 11:43:57,2024-01-26 11:56:24,101,Technical,Retention,Phone,Y,4,N
CALL0366,AGT007,Pooja Singh,2024-01-26 16:23:16,2024-01-26 16:44:15,311,General,Support,Chat,N,3,Y
CALL0367,AGT010,Vijay Rao,2024-01-03 21:56:12,2024-01-03 22:14:16,132,General,Retention,Chat,N,1,N
CALL0368,AGT004,Amit Joshi,2024-01-11 19:36:57,2024-01-11 19:53:34,156,Complaint,Sales,Phone,Y,5,N
CALL0369,AGT003,Sneha Patil,2024-01-11 07:00:28,2024-01-11 07:10:48,224,Technical,Sales,Chat,Y,3,N
CALL0370,AGT003,Sneha Patil,2024-01-20 19:40:27,2024-01-20 19:55:13,449,General,Technical,Phone,N,1,Y
CALL0371,AGT001,Priya Sharma,2024-01-11 22:12:01,2024-01-11 22:36:06,14,Technical,Sales,Email,Y,4,N
CALL0372,AGT003,Sneha Patil,2024-01-04 18:32:37,2024-01-04 18:44:03,181,Billing,Support,Chat,Y,4,N
CALL0373,AGT012,Sanjay Tiwari,2024-01-17 22:21:27,2024-01-17 22:45:53,147,Complaint,Technical,Chat,Y,3,N
CALL0374,AGT015,Meera Pillai,2024-01-26 18:01:14,2024-01-26 18:09:53,144,Technical,Support,Email,Y,3,N
CALL0375,AGT006,Rohan Desai,2024-01-23 07:24:56,2024-01-23 07:47:47,271,Sales,Support,Email,Y,5,N
CALL0376,AGT002,Rahul Mehta,2024-01-21 06:03:44,2024-01-21 06:08:41,436,General,Technical,Phone,Y,4,N
CALL0377,AGT012,Sanjay Tiwari,2024-01-05 12:44:43,2024-01-05 13:07:13,19,Complaint,Technical,Email,N,3,N
CALL0378,AGT010,Vijay Rao,2024-01-23 10:26:53,2024-01-23 10:31:27,533,Sales,Support,Chat,N,1,N
CALL0379,AGT010,Vijay Rao,2024-01-07 14:53:33,2024-01-07 15:01:26,376,General,Retention,Phone,N,2,Y
CALL0380,AGT012,Sanjay Tiwari,2024-01-16 16:15:00,2024-01-16 16:16:26,101,Billing,Technical,Phone,Y,5,N
CALL0381,AGT002,Rahul Mehta,2024-01-24 09:57:16,2024-01-24 10:20:15,246,General,Retention,Chat,Y,3,N
CALL0382,AGT014,Deepak Shah,2024-01-06 07:54:18,2024-01-06 08:07:35,330,General,Support,Phone,Y,3,N
CALL0383,AGT001,Priya Sharma,2024-01-28 10:42:41,2024-01-28 10:49:30,346,Complaint,Technical,Email,Y,5,N
CALL0384,AGT002,Rahul Mehta,2024-01-12 16:11:07,2024-01-12 16:25:47,419,General,Retention,Chat,Y,4,N
CALL0385,AGT013,Lakshmi Iyer,2024-01-14 11:07:08,2024-01-14 11:31:53,70,Technical,Support,Chat,Y,4,N
CALL0386,AGT013,Lakshmi Iyer,2024-01-19 20:11:39,2024-01-19 20:25:36,377,Sales,Support,Email,Y,5,N
CALL0387,AGT015,Meera Pillai,2024-01-05 21:58:31,2024-01-05 22:03:22,431,General,Support,Phone,Y,4,N
CALL0388,AGT001,Priya Sharma,2024-01-23 22:49:47,2024-01-23 23:10:27,588,Technical,Retention,Email,Y,5,N
CALL0389,AGT010,Vijay Rao,2024-01-04 19:42:46,2024-01-04 19:52:15,503,Complaint,Technical,Phone,Y,5,N
CALL0390,AGT015,Meera Pillai,2024-01-20 07:00:41,2024-01-20 07:07:02,527,General,Technical,Phone,N,2,N
CALL0391,AGT006,Rohan Desai,2024-01-09 07:32:14,2024-01-09 07:52:01,397,General,Sales,Phone,Y,5,N
CALL0392,AGT008,Kiran Kumar,2024-01-03 21:28:20,2024-01-03 21:33:23,519,Billing,Support,Chat,Y,5,N
CALL0393,AGT009,Neha Gupta,2024-01-01 08:50:38,2024-01-01 09:12:45,321,Sales,Sales,Email,Y,4,N
CALL0394,AGT006,Rohan Desai,2024-01-27 07:52:14,2024-01-27 08:22:03,475,Complaint,Technical,Email,Y,5,N
CALL0395,AGT008,Kiran Kumar,2024-01-04 09:48:42,2024-01-04 09:57:16,12,Complaint,Retention,Email,Y,4,N
CALL0396,AGT009,Neha Gupta,2024-01-17 17:44:06,2024-01-17 17:46:39,178,General,Sales,Email,Y,4,N
CALL0397,AGT002,Rahul Mehta,2024-01-09 12:12:07,2024-01-09 12:26:31,230,General,Sales,Email,Y,4,N
CALL0398,AGT001,Priya Sharma,2024-01-21 09:49:57,2024-01-21 10:06:19,478,Sales,Sales,Chat,N,3,N
CALL0399,AGT015,Meera Pillai,2024-01-14 21:59:32,2024-01-14 22:27:11,191,Sales,Sales,Email,Y,3,N
CALL0400,AGT007,Pooja Singh,2024-01-22 16:32:56,2024-01-22 16:47:03,438,Sales,Sales,Chat,Y,4,N
CALL0401,AGT005,Divya Nair,2024-01-15 10:08:26,2024-01-15 10:29:59,534,Complaint,Retention,Email,Y,5,N
CALL0402,AGT011,Anita Bose,2024-01-07 12:13:39,2024-01-07 12:39:02,307,Complaint,Sales,Email,Y,3,N
CALL0403,AGT009,Neha Gupta,2024-01-18 16:45:07,2024-01-18 17:12:05,370,Sales,Technical,Email,Y,5,N
CALL0404,AGT012,Sanjay Tiwari,2024-01-14 15:56:54,2024-01-14 16:12:19,23,Sales,Support,Phone,Y,3,N
CALL0405,AGT011,Anita Bose,2024-01-02 12:17:48,2024-01-02 12:45:36,174,Complaint,Retention,Phone,Y,5,N
CALL0406,AGT013,Lakshmi Iyer,2024-01-10 12:48:34,2024-01-10 12:50:40,377,General,Support,Email,Y,5,N
CALL0407,AGT009,Neha Gupta,2024-01-28 13:47:41,2024-01-28 14:07:50,408,Technical,Retention,Email,Y,4,N
CALL0408,AGT007,Pooja Singh,2024-01-14 16:35:03,2024-01-14 16:36:29,267,Technical,Technical,Phone,Y,5,N
CALL0409,AGT012,Sanjay Tiwari,2024-01-21 17:48:37,2024-01-21 18:08:16,211,Technical,Retention,Chat,N,3,N
CALL0410,AGT003,Sneha Patil,2024-01-24 22:07:24,2024-01-24 22:09:47,448,Complaint,Retention,Phone,N,2,N
CALL0411,AGT008,Kiran Kumar,2024-01-23 10:02:09,2024-01-23 10:14:09,62,Sales,Retention,Chat,Y,5,N
CALL0412,AGT006,Rohan Desai,2024-01-03 16:33:14,2024-01-03 16:40:30,543,Billing,Sales,Chat,Y,4,N
CALL0413,AGT002,Rahul Mehta,2024-01-12 13:56:13,2024-01-12 14:19:51,349,Complaint,Retention,Chat,N,3,Y
CALL0414,AGT009,Neha Gupta,2024-01-27 06:07:42,2024-01-27 06:20:30,466,Technical,Sales,Phone,Y,4,N
CALL0415,AGT007,Pooja Singh,2024-01-26 09:24:16,2024-01-26 09:43:42,299,Billing,Retention,Email,Y,4,N
CALL0416,AGT008,Kiran Kumar,2024-01-02 15:57:41,2024-01-02 16:05:15,338,Sales,Support,Phone,N,3,Y
CALL0417,AGT011,Anita Bose,2024-01-03 12:42:40,2024-01-03 13:10:04,228,General,Support,Phone,Y,5,N
CALL0418,AGT015,Meera Pillai,2024-01-24 19:41:52,2024-01-24 19:45:19,167,Billing,Technical,Email,Y,3,N
CALL0419,AGT002,Rahul Mehta,2024-01-02 11:50:16,2024-01-02 12:10:18,82,Sales,Sales,Chat,Y,4,N
CALL0420,AGT011,Anita Bose,2024-01-13 19:20:01,2024-01-13 19:34:18,131,Sales,Support,Email,Y,3,N
CALL0421,AGT013,Lakshmi Iyer,2024-01-24 07:44:54,2024-01-24 07:48:22,376,Sales,Support,Chat,Y,4,N
CALL0422,AGT010,Vijay Rao,2024-01-03 15:48:59,2024-01-03 16:04:55,400,General,Support,Chat,N,1,N
CALL0423,AGT007,Pooja Singh,2024-01-26 15:40:09,2024-01-26 15:51:19,392,Billing,Sales,Phone,N,3,Y
CALL0424,AGT009,Neha Gupta,2024-01-18 08:19:13,2024-01-18 08:45:45,362,Technical,Technical,Email,Y,3,N
